MR2804,,Coarse Scale Magnet Output Flag,,
MR2805,,Chiller Circ Pump Out Flag,,
MR2806,,Cooling Head Water Pump Out Flag,,
MR2807,,Vision Camera Light Output Flag,,
MR2900,,Gate Actuator Start Output,,
MR2901,,Gate Actuator Motor Dir Out Flag,,
MR2902,,Tray Pickup Motor Start Out Flag,,
MR2903,,Tray Pickup Motor Dir Out Flag,,
MR2904,,Flip Motor Start Output Flag,,
MR2905,,Flip Motor Direction Output Flag,,
MR2906,,Dump Motor Start Output Flag,,
MR2907,,Dump Motor Direction Output Flag,,
MR2908,,XRF Analyzer Power Output Flag,,
MR2909,,Melting Furnace Power Out Flag,,
MR2910,,Chiller Power Output Flag,,
MR2911,,Furnace Air Cool Valve Out Flag,,
MR2912,,Air Compressor Power Output Flag,,
MR2913,,Melting Furnace Start Out Flag,,
MR2914,,Chamber Vacuum Valve Output Flag,,
MR2915,,Chamber Vent Valve Output Flag,,
MR3008,,Graphite Gripper Valve Home HMI,,
MR3009,,Graph Gripper Valve Extend HMI,,
MR3010,,Carrier Gripper Valve Home HMI,,
MR3011,,Carrier Gripper Valve Extend HMI,,
MR3012,,Z Gripper Valve Home HMI,,
MR3013,,Z Gripper Valve Extend HMI,,
MR3014,,Dump Gripper Valve Home HMI,,
MR3015,,Dump Gripper Valve Extend HMI,,
MR3100,,Right Door Lock HMI Side HMI,,
MR3101,,Left Door Lock Gate Side HMI,,
MR3102,,Tank Pressurize Valve HMI,,
MR3104,,Coarse Scale Magnet HMI,,
MR3105,,Chiller Circulation Pump HMI,,
MR3106,,Cooling Head Water Pump HMI,,
MR3107,,Vision Camera Light HMI,,
MR3108,,Gate Open HMI,,
MR3109,,Gate Close HMI,,
MR3110,,Tray Pickup Motor Gate Stn HMI,,
MR3111,,Tray Pickup Motor Pickup Stn HMI,,
MR3112,,Flip Motor Carrier Station HMI,,
MR3113,,Flip Motor Graphite Station HMI,,
MR3114,,Dump Motor Home HMI,,
MR3115,,Dump Motor Actuate HMI,,
MR3200,,XRF Analyzer Power HMI,,
MR3201,,Melting Furnace Power HMI,,
MR3202,,Chiller Power HMI,,
MR3203,,Furnace Air Cool Valve HMI,,
MR3204,,Air Compressor Power HMI,,
MR3205,,Melting Furnace Start HMI,,
MR3206,,Chamber Vacuum Valve HMI,,
MR3207,,Chamber Vent Valve HMI,,
MR3215,,Flip Motor Home HMI,,
MR3300,,HMI Jog Pickup to Gate,,
MR3301,,HMI Jog Pickup to Pickup,,
MR3302,,(Jog) Flip Motor Carrier Stn HMI,,
MR3303,,(Jog) Flip Motor Graph Stn HMI,,
MR3304,,(Jog) Dump Motor Home HMI,,
MR3305,,(Jog) Dump Motor Actuate HMI,,
MR3306,,HMI Jog Gate Open,,
MR3307,,HMI Jog Gate Close,,
MR3308,,Graphite Gripper Valve Home Auto,,
MR3309,,Graph Gripper Valve Extend Auto,,
MR3310,,Carrier Gripper Valve Home Auto,,
MR3311,,Carr Gripper Valve Extend Auto,,
MR3312,,Z Gripper Valve Home Auto,,
MR3313,,Z Gripper Valve Extend Auto,,
MR3314,,Dump Gripper Valve Home Auto,,
MR3315,,Dump Gripper Valve Extend Auto,,
MR3400,,Right Door Lock HMI Side Auto,,
MR3401,,Left Door Lock Gate Side Auto,,
MR3402,,Tank Pressurize Valve Auto,,
MR3404,,Coarse Scale Magnet Auto,,
MR3405,,Chiller Circulation Pump Auto,,
MR3406,,Cooling Head Water Pump Auto,,
MR3407,,Vision Camera Light Auto,,
MR3408,,Gate Open Auto,,
MR3409,,Gate Close Auto,,
MR3410,,Gate Station Auto,,
MR3411,,Auto Pickup Motor to Pickup,,
MR3412,,Flip Motor Carrier Station Auto,,
MR3413,,Flip Motor Graphite Station Auto,,
MR3414,,Dump Motor Home Auto,,
MR3415,,Dump Motor Actuate Auto,,
MR3500,,XRF Analyzer Power Auto,,
MR3501,,Melting Furnace Power Auto,,
MR3502,,Chiller Power Auto,,
MR3503,,Furnace Air Cool Valve Auto,,
MR3504,,Air Compressor Power Auto,,
MR3505,,Melting Furnace Start Auto,,
MR3506,,Chamber Vacuum Valve Auto,,
MR3507,,Chamber Vent Valve Auto,,
MR3508,,Cooling Done Close Vent Valve,,
MR3515,,Flip Motor Home Auto,,
MR3605,,Flip Motor Home Reached,,
MR3608,,Gate Motor Open Reached,,
MR3609,,Gate Motor Close Reached,,
MR3610,,Pickup Motor at Gate,,
MR3611,,Pickup Motor at Pickup,,
MR3612,,Flip Motor Carrier Stn Reached,,
MR3613,,Flip Motor Graphite Stn Reached,,
MR3614,,Dump Motor Home Reached,,
MR3615,,Dump Motor Actuate Reached,,
MR3800,,Cmd 11 Flip to Graphite Ready,,
MR3801,,Cmd 15 Flip to Carrier Ready,,
MR3802,,Cmd 25 Dump Ready,,
MR3803,,Cmd21 Plate Temp <=40C,,
MR3804,,Graphite Tray Cooling,,
MR3815,,Z Gripper Safe To HMI,,
MR3900,,HMI Z Gripper Safe Confirm,,
MR3908,,Graphite Gripper Valve Home Init,,
MR3909,,Graph Gripper Valve Extend Init,,
MR3910,,Carrier Gripper Valve Home Init,,
MR3911,,Carr Gripper Valve Extend Init,,
MR3912,,Z Gripper Valve Home Init,,
MR3913,,Z Gripper Valve Extend Init,,
MR3914,,Dump Gripper Valve Home Init,,
MR3915,,Dump Gripper Valve Extend Init,,
MR4000,,Right Door Lock HMI Side Init,,
MR4001,,Left Door Lock Gate Side Init,,
MR4002,,Tank Pressurize Valve Init,,
MR4004,,Coarse Scale Magnet Init,,
MR4005,,Chiller Circulation Pump Init,,
MR4006,,Cooling Head Water Pump Init,,
MR4007,,Vision Camera Light Init,,
MR4008,,Gate Open Init,,
MR4009,,Gate Close Init,,
MR4010,,Tray Pickup Motor Gate Stn Init,,
MR4011,,Init Pickup Motor to Pickup,,
MR4012,,Flip Motor Carrier Station Init,,
MR4013,,Flip Motor Graphite Station Init,,
MR4014,,Dump Motor Home Init,,
MR4015,,Dump Motor Actuate Init,,
MR4100,,XRF Analyzer Power Init,,
MR4101,,Melting Furnace Power Init,,
MR4102,,Chiller Power Init,,
MR4103,,Furnace Air Cool Valve Init,,
MR4104,,Air Compressor Power Init,,
MR4105,,Melting Furnace Start Init,,
MR4106,,Chamber Vacuum Valve Init,,
MR4107,,Chamber Vent Valve Init,,
MR4115,,Flip Motor Home Pos Init,,
MR4202,,Init Flip to Carrier Flag,,
MR4205,,Dump Actuate Flag To Flip,,
MR4304,,Flip Carrier Pos To Alarm,,
MR4305,,Flip Graphite Pos To Alarm,,
MR4314,,Flip Start To Alarm,,
MR4315,,Flip Direction To Alarm,,
MR4500,,HMI Axis 1 CW,,
MR4501,,HMI Axis 1 CCW,,
MR4502,,HMI Axis 1 Speed Select,,
MR4600,,HMI Axis 2 CW,,
MR4601,,HMI Axis 2 CCW,,
MR4602,,HMI Axis 2 Speed Select,,
MR4700,,HMI Axis 3 CW,,
MR4701,,HMI Axis 3 CCW,,
MR4702,,HMI Axis 3 Speed Select,,
MR4800,,HMI Axis 4 CW,,
MR4801,,HMI Axis 4 CCW,,
MR4802,,HMI Axis 4 Speed Select,,
MR4900,,HMI Load Axis Defaults,,
MR4901,,HMI Load Default Positions,,
MR4902,,HMI Load Setup Defaults,,
MR4904,,HMI Archive Positions,,
MR4906,,HMI Restore Positions,,
MR4908,,HMI Show Archive,,
MR4910,,HMI Load Voice Delays,,
MR4911,,HMI Clear Voice Delays,,
MR5004,,Z Axis Move to Zero,,
MR5005,,XYZ Home Debug,,
MR5006,,Init Z Axis Home,,
MR5007,,Cmd 24 XY Home,,
MR5010,,Axes 1-4 Homing,,
MR5011,,Axes 1-4 Homed,,
MR5012,,Axes 1-4 Idle,,
MR5013,,Axes 1-4 Position Enable,,
MR5110,,Axis 1 Homing,,
MR5111,,Axis 1 Homed,,
MR5210,,Axis 2 Homing,,
MR5211,,Axis 2 Homed,,
MR5310,,Axis 3 Homing,,
MR5311,,Axis 3 Homed,,
MR5410,,Axis 4 Homing,,
MR5411,,Axis 4 Homed,,
MR5500,,Carrier Station Teach HMI,,
MR5501,,Fine Scale Station Teach HMI,,
MR5502,,HMI Teach Pickup Motor Pos,,
MR5503,,Vision Station Teach HMI,,
MR5504,,XRF Analyzer Teach HMI,,
MR5505,,Lid Place Station Teach HMI,,
MR5506,,Lid Open Station Teach HMI,,
MR5507,,Graphite Station Teach HMI,,
MR5508,,Melting Station Teach HMI,,
MR5509,,K-Gold Station Teach HMI,,
MR5510,,Pure Gold Station Teach HMI,,
MR5800,,Carrier Station Reached,,
MR5801,,Fine Scale Station Reached,,
MR5802,,Pickup Motor Pos Reached,,
MR5803,,Vision Station Reached,,
MR5804,,XRF Analyzer Reached,,
MR5805,,Lid Place Station Reached,,
MR5806,,Lid Open Station Reached,,
MR5807,,Graphite Station Reached,,
MR5808,,Melting Station Reached,,
MR5809,,K-Gold Station Reached,,
MR5810,,Pure Gold Station Reached,,
MR5814,,XRF XY Step Complete,,
MR5900,,Z Axis Zero Reached,,
MR6000,,Cmd 1 Running,,
MR6001,,Cmd 1 Done,,
MR6002,,Cmd 2 Running,,
MR6003,,Cmd 2 Done,,
MR6004,,Cmd 3 Running,,
MR6005,,Cmd 3 Done,,
MR6006,,Cmd 4 Running,,
MR6007,,Cmd 4 Done,,
MR6008,,Cmd 5 Running,,
MR6009,,Cmd 5 Done,,
MR6010,,Cmd 6 Running,,
MR6011,,Cmd 6 Done,,
MR6012,,Cmd 7 Running,,
MR6013,,Cmd 7 Done,,
MR6014,,Cmd 8 Running,,
MR6015,,Cmd 8 Done,,
MR6100,,Cmd 9 Running,,
MR6101,,Cmd 9 Done,,
MR6102,,Cmd 10 Running,,
MR6103,,Cmd 10 Done,,
MR6104,,Cmd 11 Running,,
MR6105,,Cmd 11 Done,,
MR6106,,Cmd 12 Running,,
MR6107,,Cmd 12 Done,,
MR6108,,Cmd 13 Running,,
MR6109,,Cmd 13 Done,,
MR6110,,Cmd 14 Running,,
MR6111,,Cmd 14 Done,,
MR6112,,Cmd 15 Running,,
MR6113,,Cmd 15 Done,,
MR6114,,Cmd 16 Running,,
MR6115,,Cmd 16 Done,,
MR6200,,Cmd 17 Running,,
MR6201,,Cmd 17 Done,,
MR6202,,Cmd 18 Running,,
MR6203,,Cmd 18 Done,,
MR6204,,Cmd 19 Running,,
MR6205,,Cmd 19 Done,,
MR6206,,Cmd 20 Running,,
MR6207,,Cmd 20 Done,,
MR6208,,Cmd 21 Running,,
MR6209,,Cmd 21 Done,,
MR6210,,Cmd 22 Running,,
MR6211,,Cmd 22 Done,,
MR6212,,Cmd 23 Running,,
MR6213,,Cmd 23 Done,,
MR6214,,Cmd 24 Running,,
MR6215,,Cmd 24 Done,,
MR6300,,Cmd 25 Running,,
MR6301,,Cmd 25 Done,,
MR6302,,Cmd 26 Running,,
MR6303,,Cmd 26 Done,,
MR6304,,Cmd 27 Running,,
MR6305,,Cmd 27 Done,,
MR6306,,Cmd 28 Running,,
MR6307,,Cmd 28 Done,,
MR6308,,Cmd 29 Running,,
MR6309,,Cmd 29 Done,,
MR6310,,Cmd 30 Running,,
MR6311,,Cmd 30 Done,,
MR6312,,Cmd 31 Running,,
MR6313,,Cmd 31 Done,,
MR6314,,Cmd 32 Running,,
MR6315,,Cmd 32 Done,,
MR6400,,Cmd 50 Running,,
MR6401,,Cmd 50 Done,,
MR6402,,Cmd 51 Running,,
MR6403,,Cmd 51 Done,,
MR6404,,Cmd 52 Running,,
MR6405,,Cmd 52 Done,,
MR6406,,Cmd 53 Running,,
MR6407,,Cmd 53 Done,,
MR6408,,Cmd 54 Running,,
MR6409,,Cmd 54 Done,,
MR6410,,Cmd 55 Running,,
MR6411,,Cmd 55 Done,,
MR6412,,Cmd 56 Running,,
MR6413,,Cmd 56 Done,,
MR6414,,Cmd 57 Running,,
MR6415,,Cmd 57 Done,,
MR6603,,HMI Simulate Cmd 53,,
MR6605,,HMI Simulate Cmd 55,,
MR6606,,HMI Simulate Cmd 56,,
MR6607,,HMI Simulate Cmd 57,,
MR6704,,Cmd 11 Pause,,
MR6705,,Cmd 18 Pause,,
MR6714,,Cmd 21 Pause,,
MR6900,,Auto Move to Carrier Station,,
MR6901,,Auto Move to Fine Scale Station,,
MR6902,,Auto Move Pickup Motor,,
MR6903,,Auto Move to Vision Station,,
MR6904,,Auto Move to XRF Analyzer,,
MR6905,,Auto Move to Lid Place Station,,
MR6906,,Auto Move to Lid Open Station,,
MR6907,,Auto Move to Graphite Station,,
MR6908,,Auto Move to Melting Station,,
MR6909,,Auto Move to K-Gold Station,,
MR6910,,Auto Move to Pure Gold Station,,
MR6914,,XRF Analyz XYMove One Step Auto,,
MR7000,,Init Move to Carrier Station,,
MR7001,,Init Move to Fine Scale Station,,
MR7002,,Init Move Pickup Motor,,
MR7003,,Init Move to Vision Station,,
MR7004,,Init Move to XRF Analyzer,,
MR7005,,Init Move to Lid Place Station,,
MR7006,,Init Move to Lid Open Station,,
MR7007,,Init Move to Graphite Station,,
MR7008,,Init Move to Melting Station,,
MR7009,,Init Move to K-Gold Station,,
MR7010,,Init Move to Pure Gold Station,,
MR8000,,Cmd 1 Running,,
MR8001,,Cmd 1 Done,,
MR8002,,Cmd 2 Running,,
MR8003,,Cmd 2 Done,,
MR8004,,Cmd 3 Running,,
MR8005,,Cmd 3 Done,,
MR8006,,Cmd 4 Running,,
MR8007,,Cmd 4 Done,,
MR8008,,Cmd 5 Running,,
MR8009,,Cmd 5 Done,,
MR8010,,Cmd 6 Running,,
MR8011,,Cmd 6 Done,,
MR8012,,Cmd 7 Running,,
MR8013,,Cmd 7 Done,,
MR8014,,Cmd 8 Running,,
MR8015,,Cmd 8 Done,,
MR8100,,Cmd 9 Running,,
MR8101,,Cmd 9 Done,,
MR8102,,Cmd 10 Running,,
MR8103,,Cmd 10 Done,,
MR8104,,Cmd 11 Running,,
MR8105,,Cmd 11 Done,,
MR8106,,Cmd 12 Running,,
MR8107,,Cmd 12 Done,,
MR8108,,Cmd 13 Running,,
MR8109,,Cmd 13 Done,,
MR8110,,Cmd 14 Running,,
MR8111,,Cmd 14 Done,,
MR8112,,Cmd 15 Running,,
MR8113,,Cmd 15 Done,,
MR8114,,Cmd 16 Running,,
MR8115,,Cmd 16 Done,,
MR8200,,Cmd 17 Running,,
MR8201,,Cmd 17 Done,,
MR8202,,Cmd 18 Running,,
MR8203,,Cmd 18 Done,,
MR8204,,Cmd 19 Running,,
MR8205,,Cmd 19 Done,,
MR8206,,Cmd 20 Running,,
MR8207,,Cmd 20 Done,,
MR8208,,Cmd 21 Running,,
MR8209,,Cmd 21 Done,,
MR8210,,Cmd 22 Running,,
MR8211,,Cmd 22 Done,,
MR8212,,Cmd 23 Running,,
MR8213,,Cmd 23 Done,,
MR8214,,Cmd 24 Running,,
MR8215,,Cmd 24 Done,,
MR8300,,Cmd 25 Running,,
MR8301,,Cmd 25 Done,,
MR8302,,Cmd 26 Running,,
MR8303,,Cmd 26 Done,,
MR8304,,Cmd 27 Running,,
MR8305,,Cmd 27 Done,,
MR8306,,Cmd 28 Running,,
MR8307,,Cmd 28 Done,,
MR8308,,Cmd 29 Running,,
MR8309,,Cmd 29 Done,,
MR8310,,Cmd 30 Running,,
MR8311,,Cmd 30 Done,,
MR8400,,Cmd 50 Running,,
MR8401,,Cmd 50 Done,,
MR8402,,Cmd 51 Running,,
MR8403,,Cmd 51 Done,,
MR8404,,Cmd 52 Running,,
MR8405,,Cmd 52 Done,,
MR8406,,Cmd 53 Running,,
MR8407,,Cmd 53 Done,,
MR8408,,Cmd 54 Running,,
MR8409,,Cmd 54 Done,,
MR8410,,Cmd 55 Running,,
MR8411,,Cmd 55 Done,,
MR8412,,Cmd 56 Running,,
MR8413,,Cmd 56 Done,,
MR8414,,Cmd 57 Running,,
MR8415,,Cmd 57 Done,,
MR8800,,HMI Move to Carrier Station,,
MR8801,,HMI Move to Fine Scale Station,,
MR8802,,HMI Move Pickup Motor,,
MR8803,,HMI Move to Vision Station,,
MR8804,,HMI Move to XRF Analyzer,,
MR8805,,HMI Move to Lid Place Station,,
MR8806,,HMI Move to Lid Open Station,,
MR8807,,HMI Move to Graphite Station,,
MR8808,,HMI Move to Melting Station,,
MR8809,,HMI Move to K-Gold Station,,
MR8810,,HMI Move to Pure Gold Station,,
MR10000,,Auto Voice 1,,
MR10001,,Auto Voice 2,,
MR10002,,Auto Voice 3,,
MR10003,,Auto Voice 4,,
MR10004,,Auto Voice 5,,
MR10005,,Auto Voice 6,,
MR10006,,Auto Voice 7,,
MR10007,,Auto Voice 8,,
MR10008,,Auto Voice 9,,
MR10009,,Auto Voice 10,,
MR10010,,Auto Voice 11,,
MR10011,,Auto Voice 12,,
MR10012,,Auto Voice 13,,
MR10013,,Auto Voice 14,,
MR10014,,Auto Voice 15,,
MR10015,,Auto Voice 16,,
MR10100,,Auto Voice 17,,
MR10101,,Auto Voice 18,,
MR10102,,Auto Voice 19,,
MR10103,,Auto Voice 20,,
MR10104,,Auto Voice 21,,
MR10105,,Auto Voice 22,,
MR10106,,Auto Voice 23,,
MR10107,,Auto Voice 24,,
MR10108,,Auto Voice 25,,
MR10109,,Auto Voice 26,,
MR10110,,Auto Voice 27,,
MR10111,,Auto Voice 28,,
MR10112,,Auto Voice 29,,
MR10113,,Auto Voice 30,,
MR10114,,Auto Voice 31,,
MR10115,,Auto Voice 32,,
MR10200,,Auto Voice 33,,
MR10201,,Auto Voice 34,,
MR10202,,Auto Voice 35,,
MR10203,,Auto Voice 36,,
MR10204,,Auto Voice 37,,
MR10205,,Auto Voice 38,,
MR10206,,Auto Voice 39,,
MR10207,,Auto Voice 40,,
MR10208,,Auto Voice 41,,
MR10209,,Auto Voice 42,,
MR10210,,Auto Voice 43,,
MR10211,,Auto Voice 44,,
MR10212,,Auto Voice 45,,
MR10213,,Auto Voice 46,,
MR10214,,Auto Voice 47,,
MR10215,,Auto Voice 48,,
MR10300,,Auto Voice 49,,
MR10301,,Auto Voice 50,,
MR10800,,Auto Vacuum Process Enable,,
MR11500,,Repressurizing,,
MR11502,,Vacuum Active,,
MR11515,,Melting Start 15#Cmd,,
MR11600,,Melting Active,,
MR11601,,Cooling and Venting,,
MR11602,,Opening Lid,,
MR11603,,Air Blow Active,,
MR11604,,Moving to Graphite Station,,
MR11605,,Closing Lid,,
MR11606,,P2P Air Blow Active,,
MR11607,,Cmd21 Flip Concurrent Enable,,
MR11608,,Vac Chamber Temp High,,
MR11610,,Melting Complete,,
MR11611,,Cooling and Venting Done,,
MR11612,,Open Lid Complete,,
MR11613,,Air Blow Complete,,
MR11614,,Move to Graphite Done,,
MR11615,,Close Lid Complete,,
MR11701,,Cool Temp Reached To Vacuum,,
MR20412,,Read Protect State To Port2,,
MR20413,,Protect Read Done Frm Port2,,
MR20414,,Write Protect Off Confirmed,,
MR20415,,Checking Write Protect Off,,
MR20500,,Read Write-Protect State,,
MR20501,,Close Write Protect HMI,,
MR20502,,Open Write Protect HMI,,
MR20503,,Cancel Coarse Scale Tare HMI,,
MR20504,,Coarse Scale Tare HMI,,
MR20505,,Coarse Scale Zero HMI,,
MR20506,,Calibration Weight Calibrate HMI,,
MR20507,,Zero Drift Set HMI,,
MR20510,,HMI Melt Enable Set,,
MR20514,,Reset Coarse Tare Done Auto,,
MR20600,,Auto Read Coarse Weight,,
MR20601,,Close Write Protect Auto,,
MR20602,,Open Write Protect Auto,,
MR20603,,Cancel Coarse Scale Tare Auto,,
MR20604,,Coarse Scale Tare Auto,,
MR20605,,HMI Chiller Water Temp Set,,
MR20606,,Chiller Differential Set HMI,,
MR20607,,Chiller Temp Setting To HMI,,
MR20608,,Chiller Diff Setting To HMI,,
MR20610,,Read Coarse Weight To Auto,,
MR20611,,Close Write Protect Done To Auto,,
MR20612,,Open Write Protect Done To Auto,,
MR20613,,Cancel Coarse Tare To Auto,,
MR20614,,Coarse Scale Tare Done To Auto,,
MR20700,,Read Coarse Wt To Port2,,
MR20701,,Close Write Protect To Port2,,
MR20702,,Open Write Protect To Port2,,
MR20703,,Cancel Coarse Tare To Port2,,
MR20704,,Coarse Scale Tare To Port2,,
MR20705,,Coarse Scale Zero To Port2,,
MR20706,,Cal Weight Calibrate To Port2,,
MR20710,,Coarse Weight Read Frm Port2,,
MR20711,,Write Protect Off Frm Port2,,
